197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
197.218.177.069,172.016.114.168,06/17/1998-11:35
202.072.001.077,172.016.112.050,06/17/1998-11:35
197.182.091.233,172.016.114.168,06/17/1998-11:35
197.182.091.233,172.016.114.207,06/17/1998-11:35
197.182.091.233,172.016.112.194,06/17/1998-11:35
197.182.091.233,172.016.112.050,06/17/1998-11:35
172.016.114.148,207.121.186.207,06/17/1998-11:35
197.182.091.233,172.016.113.204,06/17/1998-11:35
197.182.091.233,172.016.112.149,06/17/1998-11:35
172.016.112.149,195.115.218.108,06/17/1998-11:35
172.016.112.207,196.227.033.189,06/17/1998-11:35
172.016.112.207,195.115.218.108,06/17/1998-11:35
172.016.116.044,207.126.101.247,06/17/1998-11:35
172.016.114.148,207.121.186.207,06/17/1998-11:35
172.016.112.149,204.071.200.069,06/17/1998-11:36
202.072.001.077,172.016.112.050,06/17/1998-11:36
172.016.116.044,195.067.049.016,06/17/1998-11:36
172.016.116.044,195.067.049.016,06/17/1998-11:36
172.016.116.044,129.048.028.016,06/17/1998-11:36
172.016.116.044,204.071.200.244,06/17/1998-11:36
172.016.113.204,209.086.115.204,06/17/1998-11:36
172.016.116.044,204.071.200.244,06/17/1998-11:36
172.016.116.044,187.187.187.187,06/17/1998-11:36
172.016.112.149,207.046.148.250,06/17/1998-11:36
172.016.116.044,195.067.049.016,06/17/1998-11:37
202.072.001.077,172.016.112.050,06/17/1998-11:37
172.016.114.148,207.046.130.150,06/17/1998-11:37
172.016.116.044,204.071.200.244,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
172.016.114.168,194.027.251.021,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
172.016.114.168,194.027.251.021,06/17/1998-11:37
172.016.114.148,194.027.251.021,06/17/1998-11:37
197.218.177.069,172.016.114.050,06/17/1998-11:37
172.016.114.148,195.115.218.108,06/17/1998-11:37
172.016.112.207,195.115.218.108,06/17/1998-11:37
172.016.112.149,195.115.218.108,06/17/1998-11:38
202.072.001.077,172.016.112.050,06/17/1998-11:38
172.016.115.005,204.123.002.066,06/17/1998-11:38
172.016.115.234,207.025.071.146,06/17/1998-11:38
172.016.112.207,195.073.151.050,06/17/1998-11:38
172.016.112.207,135.013.216.191,06/17/1998-11:38
172.016.112.207,135.008.060.182,06/17/1998-11:38
172.016.112.149,209.185.102.232,06/17/1998-11:38
172.016.116.044,194.223.080.144,06/17/1998-11:38
194.027.251.021,172.016.114.168,06/17/1998-11:38
172.016.114.168,194.027.251.021,06/17/1998-11:38
172.016.114.168,194.007.248.153,06/17/1998-11:38
172.016.116.044,194.223.080.144,06/17/1998-11:38
194.027.251.021,172.016.114.168,06/17/1998-11:38
172.016.114.168,197.182.091.233,06/17/1998-11:38
172.016.114.168,195.115.218.108,06/17/1998-11:38
172.016.114.168,197.218.177.069,06/17/1998-11:38
172.016.114.168,135.008.060.182,06/17/1998-11:39
172.016.116.044,207.126.101.247,06/17/1998-11:39
172.016.116.044,207.126.101.247,06/17/1998-11:39
202.072.001.077,172.016.112.050,06/17/1998-11:39
194.007.248.153,172.016.114.207,06/17/1998-11:39
196.227.033.189,172.016.112.149,06/17/1998-11:39
172.016.112.149,209.185.102.232,06/17/1998-11:39
194.007.248.153,172.016.112.194,06/17/1998-11:39
172.016.114.169,197.218.177.069,06/17/1998-11:39
172.016.116.044,195.067.049.016,06/17/1998-11:39
172.016.116.044,194.223.080.144,06/17/1998-11:39
135.008.060.182,172.016.112.207,06/17/1998-11:39
202.072.001.077,208.239.003.255,06/17/1998-11:39
202.072.001.077,208.239.003.255,06/17/1998-11:39
172.016.115.005,199.095.074.090,06/17/1998-11:39
135.013.216.191,172.016.112.207,06/17/1998-11:39
194.007.248.153,172.016.113.084,06/17/1998-11:39
135.013.216.191,172.016.113.204,06/17/1998-11:39
172.016.114.169,135.008.060.182,06/17/1998-11:39
172.016.116.044,204.071.200.244,06/17/1998-11:39
194.007.248.153,172.016.114.050,06/17/1998-11:39
172.016.114.050,194.007.248.153,06/17/1998-11:39
172.016.116.044,207.126.101.247,06/17/1998-11:39
172.016.116.044,209.117.048.041,06/17/1998-11:39
195.115.218.108,172.016.114.207,06/17/1998-11:39
194.007.248.153,172.016.114.168,06/17/1998-11:40
172.016.114.168,192.005.041.239,06/17/1998-11:40
192.168.001.005,192.168.001.001,06/17/1998-11:40
192.168.001.001,192.168.001.005,06/17/1998-11:40
194.007.248.153,172.016.114.168,06/17/1998-11:40
172.016.116.044,209.117.048.041,06/17/1998-11:40
194.007.248.153,172.016.113.105,06/17/1998-11:40
172.016.116.044,195.067.049.016,06/17/1998-11:40
172.016.115.005,204.123.002.093,06/17/1998-11:40
202.072.001.077,172.016.112.050,06/17/1998-11:40
194.007.248.153,172.016.114.207,06/17/1998-11:40
172.016.116.044,195.067.049.016,06/17/1998-11:40
194.007.248.153,172.016.114.169,06/17/1998-11:40
194.007.248.153,172.016.113.204,06/17/1998-11:40
194.007.248.153,172.016.112.149,06/17/1998-11:40
172.016.115.005,205.169.236.247,06/17/1998-11:40
172.016.115.005,167.008.029.016,06/17/1998-11:40
172.016.116.044,195.067.049.016,06/17/1998-11:40
172.016.114.148,018.051.001.039,06/17/1998-11:41
172.016.115.234,205.147.050.059,06/17/1998-11:41
172.016.112.207,197.182.091.233,06/17/1998-11:41
197.182.091.233,172.016.114.148,06/17/1998-11:41
197.182.091.233,172.016.113.084,06/17/1998-11:41
197.182.091.233,172.016.114.169,06/17/1998-11:41
197.182.091.233,172.016.112.207,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
202.072.001.077,172.016.112.050,06/17/1998-11:41
197.182.091.233,172.016.112.149,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.116.044,209.117.048.041,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.115.005,199.095.074.090,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
172.016.114.148,197.182.091.233,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
197.218.177.069,172.016.114.050,06/17/1998-11:41
172.016.114.168,196.227.033.189,06/17/1998-11:41
194.027.251.021,172.016.114.168,06/17/1998-11:41
172.016.116.044,194.223.080.144,06/17/1998-11:41
172.016.112.149,197.182.091.233,06/17/1998-11:41
172.016.116.044,207.126.101.247,06/17/1998-11:42
172.016.115.005,199.095.074.090,06/17/1998-11:42
202.072.001.077,172.016.112.050,06/17/1998-11:42
172.016.115.234,207.172.003.092,06/17/1998-11:42
172.016.114.169,195.115.218.108,06/17/1998-11:42
172.016.114.148,018.051.001.039,06/17/1998-11:42
135.008.060.182,172.016.114.169,06/17/1998-11:42
172.016.112.020,192.168.001.010,06/17/1998-11:42
197.182.091.233,172.016.114.168,06/17/1998-11:42
172.016.114.148,129.001.025.002,06/17/1998-11:42
172.016.115.005,209.001.112.251,06/17/1998-11:42
197.182.091.233,172.016.114.168,06/17/1998-11:43
172.016.113.084,197.182.091.233,06/17/1998-11:43
172.016.113.084,196.227.033.189,06/17/1998-11:43
172.016.115.005,167.008.029.016,06/17/1998-11:43
172.016.112.149,209.185.102.232,06/17/1998-11:43
202.072.001.077,172.016.112.050,06/17/1998-11:43
172.016.116.044,195.067.049.016,06/17/1998-11:43
197.182.091.233,172.016.114.168,06/17/1998-11:43
197.182.091.233,172.016.112.194,06/17/1998-11:43
172.016.114.207,196.037.075.158,06/17/1998-11:43
172.016.114.207,195.115.218.108,06/17/1998-11:43
172.016.115.005,167.008.029.016,06/17/1998-11:43
172.016.112.149,209.185.102.232,06/17/1998-11:43
172.016.116.044,209.117.048.041,06/17/1998-11:43
195.115.218.108,172.016.114.168,06/17/1998-11:43
172.016.114.148,207.200.073.073,06/17/1998-11:43
172.016.112.149,192.009.024.116,06/17/1998-11:43
172.016.116.044,209.117.048.041,06/17/1998-11:43
135.008.060.182,172.016.114.168,06/17/1998-11:43
172.016.115.005,167.008.029.016,06/17/1998-11:43
172.016.116.044,195.067.049.016,06/17/1998-11:44
172.016.115.234,207.172.003.092,06/17/1998-11:44
172.016.115.005,207.077.090.012,06/17/1998-11:44
172.016.116.044,195.067.049.016,06/17/1998-11:44
202.072.001.077,172.016.112.050,06/17/1998-11:44
172.016.116.044,209.117.048.041,06/17/1998-11:44
172.016.114.148,205.211.178.118,06/17/1998-11:44
172.016.114.148,197.182.091.233,06/17/1998-11:44
172.016.114.148,196.227.033.189,06/17/1998-11:44
197.218.177.069,172.016.114.050,06/17/1998-11:44
197.218.177.069,172.016.114.050,06/17/1998-11:44
197.218.177.069,172.016.114.050,06/17/1998-11:44
172.016.114.148,195.073.151.050,06/17/1998-11:44
172.016.114.148,196.037.075.158,06/17/1998-11:44
172.016.114.148,197.218.177.069,06/17/1998-11:44
172.016.116.044,195.067.049.016,06/17/1998-11:44
195.115.218.108,172.016.114.050,06/17/1998-11:44
172.016.114.050,195.115.218.108,06/17/1998-11:44
195.115.218.108,172.016.114.168,06/17/1998-11:44
195.115.218.108,172.016.113.105,06/17/1998-11:44
195.115.218.108,172.016.114.148,06/17/1998-11:45
195.115.218.108,172.016.112.194,06/17/1998-11:45
202.072.001.077,172.016.112.050,06/17/1998-11:45
135.013.216.191,172.016.112.050,06/17/1998-11:45
172.016.116.044,194.125.040.195,06/17/1998-11:45
135.013.216.191,172.016.112.050,06/17/1998-11:45
195.115.218.108,172.016.113.204,06/17/1998-11:45
135.013.216.191,172.016.113.204,06/17/1998-11:45
172.016.116.044,194.125.040.195,06/17/1998-11:45
196.037.075.158,172.016.112.194,06/17/1998-11:45
196.037.075.158,172.016.114.148,06/17/1998-11:45
196.037.075.158,172.016.112.149,06/17/1998-11:45
172.016.114.148,129.001.002.171,06/17/1998-11:45
172.016.116.201,195.115.218.108,06/17/1998-11:45
172.016.115.234,131.156.052.006,06/17/1998-11:45
172.016.112.050,135.013.216.191,06/17/1998-11:45
197.182.091.233,172.016.114.148,06/17/1998-11:46
172.016.114.148,129.001.025.002,06/17/1998-11:46
172.016.116.044,194.125.040.195,06/17/1998-11:46
202.072.001.077,172.016.112.050,06/17/1998-11:46
172.016.115.234,204.179.240.180,06/17/1998-11:46
172.016.112.020,196.227.033.189,06/17/1998-11:46
172.016.115.234,131.156.052.006,06/17/1998-11:46
172.016.116.044,209.117.048.041,06/17/1998-11:46
172.016.115.234,207.051.066.011,06/17/1998-11:46
172.016.114.148,135.013.216.191,06/17/1998-11:46
172.016.112.050,135.013.216.191,06/17/1998-11:46
172.016.112.050,196.227.033.189,06/17/1998-11:46
172.016.113.105,195.115.218.108,06/17/1998-11:46
197.218.177.069,172.016.114.050,06/17/1998-11:47
172.016.116.044,195.067.049.016,06/17/1998-11:47
172.016.115.234,209.143.218.021,06/17/1998-11:47
202.072.001.077,172.016.112.050,06/17/1998-11:47
172.016.114.148,195.115.218.108,06/17/1998-11:47
172.016.114.148,135.008.060.182,06/17/1998-11:47
197.218.177.069,172.016.114.050,06/17/1998-11:47
197.218.177.069,172.016.114.050,06/17/1998-11:47
196.227.033.189,172.016.114.207,06/17/1998-11:47
196.227.033.189,172.016.112.050,06/17/1998-11:47
172.016.112.149,192.009.024.116,06/17/1998-11:47
172.016.114.168,195.073.151.050,06/17/1998-11:47
172.016.114.168,194.007.248.153,06/17/1998-11:47
172.016.114.168,196.227.033.189,06/17/1998-11:47
194.007.248.153,172.016.112.194,06/17/1998-11:47
172.016.114.168,195.115.218.108,06/17/1998-11:47
172.016.114.168,197.218.177.069,06/17/1998-11:47
172.016.114.169,197.218.177.069,06/17/1998-11:47
197.218.177.069,172.016.114.169,06/17/1998-11:48
197.218.177.069,172.016.114.169,06/17/1998-11:48
197.218.177.069,172.016.114.169,06/17/1998-11:48
172.016.114.168,195.115.218.108,06/17/1998-11:48
197.218.177.069,172.016.114.169,06/17/1998-11:48
202.072.001.077,172.016.112.050,06/17/1998-11:48
172.016.112.149,209.185.102.232,06/17/1998-11:48
172.016.114.168,135.008.060.182,06/17/1998-11:48
172.016.116.044,194.125.040.195,06/17/1998-11:48
172.016.114.148,129.001.002.171,06/17/1998-11:48
195.115.218.108,172.016.113.105,06/17/1998-11:48
195.115.218.108,172.016.114.148,06/17/1998-11:48
195.115.218.108,172.016.112.149,06/17/1998-11:48
172.016.113.105,194.007.248.153,06/17/1998-11:48
172.016.116.044,018.152.001.055,06/17/1998-11:48
172.016.116.044,018.152.001.055,06/17/1998-11:48
172.016.114.207,195.073.151.050,06/17/1998-11:49
172.016.114.207,194.007.248.153,06/17/1998-11:49
172.016.115.234,024.128.082.186,06/17/1998-11:49
172.016.112.149,137.245.085.134,06/17/1998-11:49
172.016.114.207,135.013.216.191,06/17/1998-11:49
172.016.112.207,197.218.177.069,06/17/1998-11:49
202.072.001.077,172.016.112.050,06/17/1998-11:49
172.016.114.207,196.037.075.158,06/17/1998-11:49
172.016.114.207,196.227.033.189,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
172.016.116.044,018.152.001.055,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
172.016.112.020,192.168.001.020,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
172.016.112.149,138.147.050.005,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
197.218.177.069,172.016.112.207,06/17/1998-11:49
172.016.116.044,195.067.049.016,06/17/1998-11:49
172.016.116.044,195.067.049.016,06/17/1998-11:50
192.168.001.001,192.168.001.005,06/17/1998-11:50
192.168.001.005,192.168.001.001,06/17/1998-11:50
172.016.116.044,209.117.048.041,06/17/1998-11:50
197.182.091.233,172.016.112.207,06/17/1998-11:50
197.182.091.233,172.016.112.194,06/17/1998-11:50
197.182.091.233,172.016.112.050,06/17/1998-11:50
196.037.075.158,172.016.113.204,06/17/1998-11:50
172.016.116.044,209.117.048.041,06/17/1998-11:50
202.072.001.077,172.016.112.050,06/17/1998-11:50
172.016.114.148,187.187.187.187,06/17/1998-11:50
172.016.112.149,197.182.091.233,06/17/1998-11:50
172.016.112.149,195.115.218.108,06/17/1998-11:50
172.016.116.044,195.067.049.016,06/17/1998-11:50
172.016.115.234,209.143.215.156,06/17/1998-11:50
172.016.114.148,038.242.060.087,06/17/1998-11:50
172.016.116.044,209.117.048.041,06/17/1998-11:51
172.016.114.168,197.182.091.233,06/17/1998-11:51
172.016.112.149,138.147.050.050,06/17/1998-11:51
172.016.115.234,207.250.139.087,06/17/1998-11:51
172.016.114.207,196.037.075.158,06/17/1998-11:51
172.016.114.207,196.227.033.189,06/17/1998-11:51
202.072.001.077,172.016.112.050,06/17/1998-11:51
172.016.112.020,196.037.075.158,06/17/1998-11:51
192.168.001.010,172.016.112.020,06/17/1998-11:51
202.072.001.077,208.239.003.255,06/17/1998-11:51
202.072.001.077,208.239.003.255,06/17/1998-11:51
172.016.113.204,194.007.248.153,06/17/1998-11:51
172.016.114.148,206.132.010.128,06/17/1998-11:51
197.218.177.069,172.016.114.050,06/17/1998-11:51
172.016.114.148,038.242.060.087,06/17/1998-11:51
172.016.114.148,038.242.060.087,06/17/1998-11:51
172.016.115.234,129.188.136.063,06/17/1998-11:51
192.168.001.010,192.168.001.020,06/17/1998-11:51
197.218.177.069,172.016.114.168,06/17/1998-11:51
197.218.177.069,172.016.114.050,06/17/1998-11:51
172.016.116.044,018.152.001.055,06/17/1998-11:51
172.016.115.087,207.068.143.194,06/17/1998-11:52
194.027.251.021,172.016.113.084,06/17/1998-11:52
202.072.001.077,172.016.112.050,06/17/1998-11:52
172.016.114.169,196.037.075.158,06/17/1998-11:52
172.016.112.020,194.007.248.153,06/17/1998-11:52
172.016.115.087,207.025.071.025,06/17/1998-11:52
172.016.113.050,197.218.177.069,06/17/1998-11:52
197.218.177.069,172.016.113.050,06/17/1998-11:52
197.218.177.069,172.016.113.050,06/17/1998-11:52
197.218.177.069,172.016.113.050,06/17/1998-11:52
135.013.216.191,172.016.114.207,06/17/1998-11:52
197.218.177.069,172.016.113.050,06/17/1998-11:53
172.016.115.087,207.025.071.025,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
197.218.177.069,172.016.114.050,06/17/1998-11:53
172.016.116.044,195.067.049.016,06/17/1998-11:53
194.007.248.153,172.016.114.168,06/17/1998-11:53
172.016.112.020,197.218.177.069,06/17/1998-11:53
172.016.116.044,209.117.048.041,06/17/1998-11:53
194.007.248.153,172.016.114.168,06/17/1998-11:53
202.072.001.077,172.016.112.050,06/17/1998-11:53
172.016.116.044,131.228.007.011,06/17/1998-11:53
172.016.116.044,018.152.001.055,06/17/1998-11:53
172.016.112.020,195.115.218.108,06/17/1998-11:53
172.016.116.044,018.152.001.055,06/17/1998-11:53
172.016.112.050,196.227.033.189,06/17/1998-11:53
172.016.112.050,197.218.177.069,06/17/1998-11:53
172.016.116.044,131.228.007.011,06/17/1998-11:53
194.007.248.153,172.016.112.194,06/17/1998-11:53
172.016.116.044,195.067.049.016,06/17/1998-11:53
172.016.114.148,038.242.060.087,06/17/1998-11:54
172.016.116.044,195.067.049.016,06/17/1998-11:54
172.016.114.207,135.008.060.182,06/17/1998-11:54
172.016.114.207,194.027.251.021,06/17/1998-11:54
172.016.114.207,194.007.248.153,06/17/1998-11:54
172.016.114.207,194.007.248.153,06/17/1998-11:54
172.016.112.149,138.147.050.050,06/17/1998-11:54
172.016.114.207,135.013.216.191,06/17/1998-11:54
172.016.116.044,018.152.001.055,06/17/1998-11:54
172.016.114.207,135.008.060.182,06/17/1998-11:54
202.072.001.077,172.016.112.050,06/17/1998-11:54
172.016.115.234,129.188.136.063,06/17/1998-11:54
172.016.114.148,038.242.060.087,06/17/1998-11:54
197.218.177.069,172.016.114.050,06/17/1998-11:54
172.016.116.044,195.067.049.016,06/17/1998-11:54
172.016.112.149,194.027.251.021,06/17/1998-11:54
